1111111121042960000 	-0.115142	0.262767	0.209259	-0.0708026	-0.295412	0.031713	0.952215
1111111121076280000 	-0.11502	0.261797	0.209948	-0.0714562	-0.295576	0.0314876	0.952123
1111111121109600000 	-0.115392	0.262086	0.209294	-0.071338	-0.295242	0.0314699	0.952236
1111111121142900000 	-0.115495	0.261637	0.20991	-0.0714984	-0.295319	0.0311331	0.952211
1111111121176220000 	-0.115705	0.2622	0.209362	-0.0711653	-0.295007	0.0314436	0.952322
1111111121209540000 	-0.115576	0.262851	0.209133	-0.0702708	-0.295337	0.0312434	0.952293
1111111121242840000 	-0.115802	0.261921	0.20936	-0.0713415	-0.295056	0.0312523	0.9523
1111111121276160000 	-0.115367	0.261686	0.209889	-0.0716623	-0.295244	0.0316154	0.952206
1111111121309460000 	-0.115452	0.261874	0.2096	-0.071477	-0.295039	0.0317938	0.952278
1111111121342780000 	-0.115402	0.26174	0.209721	-0.0714785	-0.295249	0.0315506	0.95222
