1413393221255760000 	0.00454479	0.0179922	0.00821444	0.00567283	-0.00478185	0.00236428	0.99997
1413393221305760000 	0.00461363	0.0217485	0.009463	0.00743912	-0.00516704	0.00281206	0.999955
1413393221355760000 	0.003977	0.0252034	0.010569	0.00956574	-0.00677813	0.0047362	0.99992
1413393221405760000 	0.0040988	0.0288734	0.0114547	0.0116816	-0.00738462	0.00530559	0.99989
1413393221455760000 	0.00412056	0.0328297	0.0123295	0.0136177	-0.00807512	0.0070203	0.99985
1413393221505760000 	0.00450282	0.0368017	0.01254	0.014125	-0.00991392	0.00988958	0.999802
1413393221555760000 	0.00392527	0.0406909	0.0135463	0.0153795	-0.0101289	0.0113945	0.999766
1413393221605760000 	0.00310304	0.0427087	0.0135133	0.0157028	-0.0109145	0.0147685	0.999708
1413393221655760000 	0.00295482	0.0457104	0.0133613	0.0159075	-0.0119333	0.0174266	0.99965
1413393221705760000 	0.00276305	0.0482643	0.0129773	0.0151588	-0.0121161	0.0186428	0.999638
1413393221755760000 	0.00273062	0.0504297	0.0117408	0.0112385	-0.0119754	0.0197522	0.99967
1413393221805760000 	0.00230455	0.0531972	0.0111567	0.00687435	-0.0113309	0.0193503	0.999725
1413393221855760000 	0.00246753	0.0553675	0.0100023	0.00285638	-0.0101549	0.0193935	0.999756
1413393221905760000 	0.00244683	0.058108	0.00929534	0.000495829	-0.00978639	0.0204951	0.999742
1413393221955760000 	0.00276747	0.0609696	0.00803532	-0.000738897	-0.00906551	0.0194601	0.999769
1413393222005760000 	0.00302557	0.0631453	0.00721031	-0.0026536	-0.00739189	0.0187746	0.999793
1413393222055760000 	0.00288455	0.0650155	0.00613805	-0.00273095	-0.00667509	0.0186199	0.999801
1413393222105760000 	0.00412493	0.066076	0.00451775	-0.00341711	-0.00647765	0.0183249	0.999805
1413393222155760000 	0.0044611	0.0669702	0.00341308	-0.00386764	-0.00488751	0.0177774	0.999823
1413393222205760000 	0.00477167	0.0657427	0.00133385	-0.00428129	-0.00433688	0.0182014	0.999816
1413393222255760000 	0.00506001	0.0635953	-0.000436196	-0.0046522	-0.0037495	0.0181669	0.999817
1413393222305760000 	0.00557188	0.0626465	-0.00198735	-0.00266728	-0.00267997	0.0179941	0.999831
1413393222355760000 	0.00572217	0.0597331	-0.00435493	-0.00000142	-0.00238445	0.0185179	0.999826
1413393222405760000 	0.00621879	0.0566049	-0.00619348	0.0047232	-0.00231274	0.018549	0.999814
1413393222455760000 	0.00596491	0.0541719	-0.00838298	0.0101139	-0.00094439	0.0185588	0.999776
1413393222505760000 	0.00709086	0.0517156	-0.0104787	0.0138738	-0.00156814	0.0205681	0.999691
1413393222555760000 	0.00740345	0.0497233	-0.0130537	0.0170581	-0.000682482	0.0195587	0.999663
1413393222605760000 	0.00830608	0.0484358	-0.0150769	0.0185002	0.000912586	0.0172299	0.99968
1413393222655760000 	0.00881107	0.0480144	-0.0171759	0.0199528	0.00154498	0.0168415	0.999658
1413393222705760000 	0.00970122	0.0480636	-0.0199507	0.021814	0.00206329	0.0161559	0.999629
1413393222755760000 	0.0103625	0.0490473	-0.0220195	0.0215893	0.00237233	0.0180344	0.999601
1413393222805760000 	0.0113526	0.0505666	-0.0248995	0.0234842	0.00324916	0.0171054	0.999573
1413393222855760000 	0.01201	0.0522038	-0.0275125	0.0254814	0.00396471	0.0166446	0.999529
1413393222905760000 	0.0128618	0.0542029	-0.0306803	0.027604	0.00478426	0.0167076	0.999468
